date,name,ticker,amount,type
06/16/2022,Thomas H Tuberville,QCOM,"$250,001 - $500,000",Purchase
06/16/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Purchase
06/15/2022,Thomas H Tuberville,NVDA,"$15,001 - $50,000",Sale (Full)
06/15/2022,Thomas H Tuberville,PYPL,"$50,001 - $100,000",Sale (Full)
06/15/2022,Thomas H Tuberville,PYPL,"$50,001 - $100,000",Purchase
06/15/2022,Thomas H Tuberville,QCOM,"$1,001 - $15,000",Purchase
06/15/2022,Thomas H Tuberville,NVDA,"$15,001 - $50,000",Purchase
06/14/2022,Thomas H Tuberville,SSYS,"$1,001 - $15,000",Purchase
06/09/2022,Thomas H Tuberville,SSYS,"$15,001 - $50,000",Purchase
06/09/2022,Thomas H Tuberville,INTC,"$15,001 - $50,000",Purchase
06/08/2022,Thomas H Tuberville,NVDA,"$1,001 - $15,000",Purchase
06/06/2022,Thomas H Tuberville,EVT,"$15,001 - $50,000",Purchase
06/01/2022,Thomas H Tuberville,ECOM,"$1,001 - $15,000",Purchase
06/30/2022,Lindsey Graham,VTIP,"$15,001 - $50,000",Sale (Full)
06/30/2022,Lindsey Graham,IBDO,"$1,001 - $15,000",Purchase
06/30/2022,Lindsey Graham,IBDQ,"$15,001 - $50,000",Purchase
11/12/2021,John W Hickenlooper,LSXMK,"$100,001 - $250,000",Purchase
05/10/2021,John W Hickenlooper,QRTEA,"$250,001 - $500,000",Purchase
03/15/2021,John W Hickenlooper,LSXMK,"$100,001 - $250,000",Purchase
09/01/2021,John W Hickenlooper,LBRDK,"$15,001 - $50,000",Purchase
03/15/2021,John W Hickenlooper,LBRDK,"$50,001 - $100,000",Purchase
05/13/2022,John W Hickenlooper,LBRDK,"$15,001 - $50,000",Purchase
05/13/2022,John W Hickenlooper,LBRDA,"$1,001 - $15,000",Purchase
05/13/2022,John W Hickenlooper,FWONK,"$15,001 - $50,000",Purchase
05/13/2022,John W Hickenlooper,FWONA,"$1,001 - $15,000",Purchase
03/14/2022,John W Hickenlooper,BATRK,"$1,001 - $15,000",Purchase
05/13/2022,John W Hickenlooper,LBRDK,"$15,001 - $50,000",Sale (Partial)
05/13/2022,John W Hickenlooper,LBRDA,"$15,001 - $50,000",Sale (Partial)
05/13/2022,John W Hickenlooper,FWONK,"$50,001 - $100,000",Sale (Partial)
05/13/2022,John W Hickenlooper,FWONA,"$50,001 - $100,000",Sale (Partial)
03/14/2022,John W Hickenlooper,BATRK,"$15,001 - $50,000",Sale (Partial)
03/16/2022,John W Hickenlooper,LSXMK,"$15,001 - $50,000",Sale (Partial)
03/16/2022,John W Hickenlooper,LBRDK,"$50,001 - $100,000",Sale (Partial)
03/16/2022,John W Hickenlooper,FWONK,"$50,001 - $100,000",Sale (Partial)
05/19/2022,John W Hickenlooper,CMG,"$50,001 - $100,000",Sale (Partial)
05/31/2022,Thomas H Tuberville,X,"$15,001 - $50,000",Sale (Partial)
05/31/2022,Thomas H Tuberville,X,"$15,001 - $50,000",Sale (Full)
05/31/2022,Thomas H Tuberville,X,"$100,001 - $250,000",Purchase
05/20/2022,Thomas H Tuberville,PYPL,"$50,001 - $100,000",Purchase
05/19/2022,Thomas H Tuberville,PYPL,"$250,001 - $500,000",Purchase
06/03/2022,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
06/06/2022,Roy Blunt,AMBP,"$50,001 - $100,000",Purchase
05/26/2022,Shelley M Capito,NEE,"$1,001 - $15,000",Sale (Partial)
05/25/2022,Shelley M Capito,WEC,"$1,001 - $15,000",Sale (Partial)
05/16/2022,Thomas R Carper,ABYIX,"$1,001 - $15,000",Purchase
05/16/2022,Thomas R Carper,GSMYX,"$1,001 - $15,000",Sale (Partial)
05/16/2022,Thomas R Carper,FCPIX,"$1,001 - $15,000",Sale (Partial)
05/16/2022,Thomas R Carper,JCI,"$1,001 - $15,000",Sale (Full)
05/10/2022,Thomas R Carper,LUBYX,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,ABYIX,"$1,001 - $15,000",Purchase
05/10/2022,Thomas R Carper,GSMYX,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,IVV,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,GLD,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,GNR,"$1,001 - $15,000",Purchase
05/10/2022,Thomas R Carper,CIBR,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,QTEC,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,FDN,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,RTH,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,FINX,"$1,001 - $15,000",Sale (Partial)
05/10/2022,Thomas R Carper,NXTG,"$1,001 - $15,000",Sale (Partial)
08/27/2021,Gary C Peters,FSK,"$1,001 - $15,000",Purchase
09/01/2021,John W Hickenlooper,LBRDK,"$100,001 - $250,000",Sale (Partial)
03/15/2021,John W Hickenlooper,LBRDK,"$100,001 - $250,000",Sale (Partial)
11/12/2021,John W Hickenlooper,LSXMK,"$250,001 - $500,000",Sale (Partial)
03/15/2021,John W Hickenlooper,LSXMK,"$100,001 - $250,000",Sale (Partial)
05/06/2022,"William F Hagerty, IV",LMND,"$1,001 - $15,000",Sale (Partial)
04/11/2022,Thomas H Tuberville,SQ,"$1,001 - $15,000",Sale (Full)
04/11/2022,Thomas H Tuberville,PYPL,"$15,001 - $50,000",Purchase
04/28/2022,Thomas H Tuberville,PYPL,"$50,001 - $100,000",Sale (Full)
04/28/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Purchase
04/28/2022,Thomas H Tuberville,PYPL,"$50,001 - $100,000",Sale (Full)
04/21/2022,Thomas H Tuberville,ECOM,"$100,001 - $250,000",Purchase
05/05/2022,John R Thune,IRT,"$15,001 - $50,000",Sale (Full)
11/26/2021,Thomas R Carper,GOLD,"$1,001 - $15,000",Sale (Full)
02/16/2021,Thomas R Carper,INTC,"$1,001 - $15,000",Purchase
02/12/2021,Thomas R Carper,GEMIX,"$1,001 - $15,000",Purchase
02/12/2021,Thomas R Carper,GEM,"$1,001 - $15,000",Sale (Full)
02/12/2021,Thomas R Carper,FEMS,"$1,001 - $15,000",Sale (Full)
02/12/2021,Thomas R Carper,GEMIX,"$1,001 - $15,000",Purchase
02/12/2021,Thomas R Carper,EEM,"$1,001 - $15,000",Sale (Full)
02/12/2021,Thomas R Carper,FIMKX,"$1,001 - $15,000",Purchase
02/18/2022,Roy Blunt,KHC,"$15,001 - $50,000",Sale (Full)
03/09/2022,"William F Hagerty, IV",TACO,"$15,001 - $50,000",Sale (Partial)
03/30/2022,Thomas H Tuberville,WST,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,VEEV,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,VMW,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,SNA,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,SIVB,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,SPGI,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,ROK,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,REGN,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,NFLX,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,LMST,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,KEY,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,INTU,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,GNRC,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,FGBI,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,FITB,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,EXP,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,DEO,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,CFG,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,CE,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,CP,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,CABO,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,BKE,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,BIO,"$1,001 - $15,000",Sale (Full)
03/30/2022,Thomas H Tuberville,BMO,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,TMO,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,RMD,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,RF,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,NOC,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,NDAQ,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,MRK,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,MASI,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,MMC,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,MKSI,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,HUMA,"$15,001 - $50,000",Purchase
03/30/2022,Thomas H Tuberville,HON,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,GFI,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,IT,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,DHI,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,CDNS,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,AME,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,GOOG,"$1,001 - $15,000",Purchase
03/30/2022,Thomas H Tuberville,ABBV,"$1,001 - $15,000",Purchase
03/23/2022,Thomas H Tuberville,GOLD,"$1,001 - $15,000",Sale (Full)
03/23/2022,Thomas H Tuberville,GOLD,"$1,001 - $15,000",Sale (Full)
03/22/2022,Thomas H Tuberville,MSFT,"$15,001 - $50,000",Sale (Full)
03/22/2022,Thomas H Tuberville,SCCO,"$1,001 - $15,000",Purchase
03/22/2022,Thomas H Tuberville,NU,"$1,001 - $15,000",Purchase
03/21/2022,Thomas H Tuberville,ECOM,"$15,001 - $50,000",Purchase
03/21/2022,Thomas H Tuberville,NU,"$15,001 - $50,000",Purchase
03/08/2022,Thomas H Tuberville,ECOM,"$50,001 - $100,000",Purchase
03/04/2022,Daniel S Sullivan,RPM,"$1,001 - $15,000",Sale (Partial)
03/17/2022,Thomas R Carper,KWEB,"$1,001 - $15,000",Sale (Full)
03/15/2022,Thomas R Carper,PSQ,"$1,001 - $15,000",Purchase
03/15/2022,Thomas R Carper,SH,"$1,001 - $15,000",Purchase
03/14/2022,Thomas R Carper,PSQ,"$1,001 - $15,000",Purchase
03/14/2022,Thomas R Carper,SH,"$1,001 - $15,000",Purchase
03/14/2022,Thomas R Carper,PSQ,"$1,001 - $15,000",Purchase
03/14/2022,Thomas R Carper,SH,"$1,001 - $15,000",Purchase
03/14/2022,Thomas R Carper,PSQ,"$15,001 - $50,000",Purchase
03/14/2022,Thomas R Carper,SH,"$15,001 - $50,000",Purchase
03/07/2022,Thomas R Carper,GLD,"$1,001 - $15,000",Purchase
03/07/2022,Thomas R Carper,GNR,"$1,001 - $15,000",Purchase
03/07/2022,Thomas R Carper,MOO,"$1,001 - $15,000",Purchase
03/07/2022,Thomas R Carper,MAXR,"$1,001 - $15,000",Sale (Partial)
03/07/2022,Thomas R Carper,GLD,"$1,001 - $15,000",Purchase
03/07/2022,Thomas R Carper,GNR,"$1,001 - $15,000",Purchase
03/07/2022,Thomas R Carper,GDXJ,"$1,001 - $15,000",Purchase
03/07/2022,Thomas R Carper,MOO,"$1,001 - $15,000",Purchase
03/07/2022,Thomas R Carper,FCPIX,"$1,001 - $15,000",Sale (Partial)
03/07/2022,Thomas R Carper,SBIO,"$1,001 - $15,000",Sale (Partial)
03/07/2022,Thomas R Carper,CFA,"$1,001 - $15,000",Sale (Partial)
03/07/2022,Thomas R Carper,DGRS,"$1,001 - $15,000",Sale (Partial)
03/07/2022,Thomas R Carper,NXTG,"$1,001 - $15,000",Sale (Partial)
02/24/2022,Ron L Wyden,AAPL,"$50,001 - $100,000",Sale (Partial)
02/24/2022,Ron L Wyden,AAPL,"$50,001 - $100,000",Purchase
01/28/2022,Sheldon Whitehouse,TGT,"$15,001 - $50,000",Purchase
01/28/2022,Sheldon Whitehouse,TSLA,"$15,001 - $50,000",Purchase
03/03/2022,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
02/22/2022,Thomas H Tuberville,OXY,"$50,001 - $100,000",Sale (Partial)
02/17/2022,Thomas H Tuberville,ARKK,"$1,001 - $15,000",Sale (Full)
02/17/2022,Thomas H Tuberville,ARKK,"$1,001 - $15,000",Sale (Full)
02/10/2022,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Full)
02/10/2022,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Full)
02/10/2022,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Full)
02/10/2022,Thomas H Tuberville,X,"$100,001 - $250,000",Purchase
02/09/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Sale (Full)
02/09/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Sale (Full)
02/09/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Sale (Full)
02/09/2022,Thomas H Tuberville,PYPL,"$15,001 - $50,000",Purchase
02/07/2022,Thomas H Tuberville,ECOM,"$1,001 - $15,000",Sale (Full)
02/07/2022,Thomas H Tuberville,ECOM,"$1,001 - $15,000",Sale (Full)
02/07/2022,Thomas H Tuberville,ECOM,"$1,001 - $15,000",Sale (Full)
02/07/2022,Thomas H Tuberville,ECOM,"$1,001 - $15,000",Sale (Full)
02/07/2022,Thomas H Tuberville,PYPL,"$50,001 - $100,000",Purchase
02/01/2022,Thomas H Tuberville,F,"$15,001 - $50,000",Sale (Full)
02/01/2022,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Full)
02/01/2022,Thomas H Tuberville,MSFT,"$15,001 - $50,000",Sale (Full)
02/01/2022,Thomas H Tuberville,MRO,"$1,001 - $15,000",Sale (Full)
02/01/2022,Thomas H Tuberville,MRO,"$1,001 - $15,000",Sale (Full)
02/01/2022,Thomas H Tuberville,CLF,"$15,001 - $50,000",Sale (Full)
02/24/2022,Shelley M Capito,NEE,"$1,001 - $15,000",Sale (Partial)
02/24/2022,Shelley M Capito,MSFT,"$1,001 - $15,000",Sale (Partial)
02/24/2022,Shelley M Capito,LHX,"$1,001 - $15,000",Sale (Partial)
02/24/2022,Shelley M Capito,LOW,"$1,001 - $15,000",Sale (Partial)
02/24/2022,Shelley M Capito,AAPL,"$1,001 - $15,000",Sale (Partial)
01/21/2022,Susan M Collins,UL,"$15,001 - $50,000",Sale (Full)
01/06/2022,Susan M Collins,WEX,"$15,001 - $50,000",Sale (Full)
01/06/2022,Susan M Collins,VFC,"$1,001 - $15,000",Sale (Full)
01/06/2022,Susan M Collins,OTIS,"$1,001 - $15,000",Sale (Full)
01/06/2022,Susan M Collins,HSIC,"$15,001 - $50,000",Sale (Full)
01/06/2022,Susan M Collins,CARR,"$1,001 - $15,000",Sale (Full)
01/06/2022,Susan M Collins,MMM,"$15,001 - $50,000",Sale (Full)
01/21/2022,Susan M Collins,HSY,"$15,001 - $50,000",Purchase
01/06/2022,Susan M Collins,NVDA,"$15,001 - $50,000",Purchase
01/06/2022,Susan M Collins,LIN,"$15,001 - $50,000",Purchase
01/06/2022,Susan M Collins,AMZN,"$15,001 - $50,000",Purchase
01/05/2022,Thomas H Tuberville,INTC,"$1,001 - $15,000",Sale (Full)
01/24/2022,Thomas H Tuberville,GOLD,"$50,001 - $100,000",Purchase
01/14/2022,Thomas H Tuberville,BABA,"$15,001 - $50,000",Purchase
01/14/2022,Thomas H Tuberville,QCOM,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,BABA,"$15,001 - $50,000",Purchase
01/14/2022,Thomas H Tuberville,BABA,"$50,001 - $100,000",Purchase
01/14/2022,Thomas H Tuberville,QCOM,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
01/14/2022,Thomas H Tuberville,CLF,"$1,001 - $15,000",Purchase
01/13/2022,Thomas H Tuberville,X,"$15,001 - $50,000",Sale (Full)
01/12/2022,Thomas H Tuberville,INTC,"$15,001 - $50,000",Purchase
01/12/2022,Thomas H Tuberville,WBA,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,VZ,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,MMM,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,PFE,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,IBM,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,INTC,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,KO,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,CSCO,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,CVX,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,DOW,"$1,001 - $15,000",Purchase
01/12/2022,Thomas H Tuberville,AMGN,"$1,001 - $15,000",Purchase
01/05/2022,Thomas H Tuberville,INTC,"$1,001 - $15,000",Sale (Full)
01/04/2022,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Full)
01/03/2022,Thomas H Tuberville,SSYS,"$1,001 - $15,000",Sale (Full)
01/03/2022,Thomas H Tuberville,SSYS,"$1,001 - $15,000",Sale (Full)
01/03/2022,Thomas H Tuberville,SSYS,"$1,001 - $15,000",Sale (Full)
01/03/2022,Thomas H Tuberville,SSYS,"$1,001 - $15,000",Sale (Full)
01/21/2022,Thomas H Tuberville,DUK,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,MDT,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,ABBV,"$1,001 - $15,000",Sale (Full)
01/21/2022,Thomas H Tuberville,ABC,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,CTAS,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,LMT,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,PEP,"$1,001 - $15,000",Sale (Full)
01/21/2022,Thomas H Tuberville,PM,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,PONCX,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,PG,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,TSN,"$15,001 - $50,000",Sale (Full)
01/21/2022,Thomas H Tuberville,XEL,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,ABQCX,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,FUN,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,CRWD,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,FGSCX,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,GILD,"$1,001 - $15,000",Sale (Full)
01/13/2022,Thomas H Tuberville,CLOU,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,NWL,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,PEGA,"$15,001 - $50,000",Sale (Full)
01/13/2022,Thomas H Tuberville,VTRS,"$1,001 - $15,000",Sale (Full)
01/14/2022,Thomas H Tuberville,ACN,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,ADBE,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,AWK,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,AAPL,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,CTAS,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,LLY,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,MA,"$1,001 - $15,000",Sale (Full)
01/14/2022,Thomas H Tuberville,MSFT,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,NEE,"$15,001 - $50,000",Sale (Full)
01/14/2022,Thomas H Tuberville,RTX,"$1,001 - $15,000",Sale (Full)
01/14/2022,Thomas H Tuberville,WMT,"$1,001 - $15,000",Sale (Full)
01/25/2022,Rafael E Cruz,BTC,"$15,001 - $50,000",Purchase
01/31/2022,Thomas R Carper,LUBFX,"$1,001 - $15,000",Sale (Partial)
01/31/2022,Thomas R Carper,GEMIX,"$1,001 - $15,000",Sale (Full)
01/31/2022,Thomas R Carper,CEF,"$1,001 - $15,000",Sale (Full)
01/31/2022,Thomas R Carper,XAR,"$1,001 - $15,000",Sale (Full)
01/31/2022,Thomas R Carper,PTMC,"$1,001 - $15,000",Sale (Full)
01/31/2022,Thomas R Carper,FIMKX,"$1,001 - $15,000",Sale (Partial)
01/31/2022,Thomas R Carper,JHMM,"$1,001 - $15,000",Purchase
01/31/2022,Thomas R Carper,WIW,"$1,001 - $15,000",Purchase
01/31/2022,Thomas R Carper,NVDA,"$1,001 - $15,000",Purchase
01/31/2022,Thomas R Carper,GNR,"$1,001 - $15,000",Purchase
01/31/2022,Thomas R Carper,ITA,"$1,001 - $15,000",Purchase
01/31/2022,Thomas R Carper,MOO,"$1,001 - $15,000",Purchase
01/31/2022,Thomas R Carper,SI,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,FIMKX,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,JHMM,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,WIW,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,KRE,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,SRVR,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,ITA,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,MOO,"$1,001 - $15,000",Purchase
01/26/2022,Thomas R Carper,GEMIX,"$1,001 - $15,000",Sale (Full)
01/26/2022,Thomas R Carper,XAR,"$1,001 - $15,000",Sale (Full)
01/26/2022,Thomas R Carper,GLD,"$1,001 - $15,000",Sale (Partial)
01/26/2022,Thomas R Carper,IVOO,"$1,001 - $15,000",Sale (Partial)
01/26/2022,Thomas R Carper,CIBR,"$1,001 - $15,000",Sale (Partial)
01/26/2022,Thomas R Carper,KBA,"$1,001 - $15,000",Sale (Full)
01/26/2022,Thomas R Carper,FDN,"$1,001 - $15,000",Sale (Partial)
01/26/2022,Thomas R Carper,GBIL,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,C,"$1,001 - $15,000",Sale (Full)
01/18/2022,Thomas R Carper,IWN,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,TTE,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,QCOM,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,ARCC,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,LMT,"$1,001 - $15,000",Sale (Full)
01/18/2022,Thomas R Carper,FXI,"$1,001 - $15,000",Sale (Full)
01/18/2022,Thomas R Carper,CVS,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,NVDA,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,MET,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,AXS,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,GLAD,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,HASI,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,ETN,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,XAR,"$1,001 - $15,000",Sale (Full)
01/18/2022,Thomas R Carper,ABBV,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,RTX,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,GBIL,"$15,001 - $50,000",Sale (Full)
01/18/2022,Thomas R Carper,IRM,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,APO,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,LHX,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,FIMKX,"$15,001 - $50,000",Sale (Partial)
01/18/2022,Thomas R Carper,AAPL,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,CSCO,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,GLW,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,INTC,"$1,001 - $15,000",Sale (Partial)
01/18/2022,Thomas R Carper,V,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,VFH,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,WIW,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,VZ,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,DLR,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,RIO,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,KBE,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,AMT,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,SRVR,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,CEF,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,MOS,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,GLD,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,LDP,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,ITA,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,AQN,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,IGHG,"$15,001 - $50,000",Purchase
01/18/2022,Thomas R Carper,PTMC,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,PTNQ,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,AY,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,JCI,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,GMRE,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,FCPIX,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,BMY,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,DIS,"$1,001 - $15,000",Purchase
01/18/2022,Thomas R Carper,JNJ,"$1,001 - $15,000",Purchase
12/21/2021,"Jerry Moran,",USB,"$1,001 - $15,000",Sale (Partial)
12/21/2021,"Jerry Moran,",MSFT,"$1,001 - $15,000",Sale (Partial)
12/21/2021,"Jerry Moran,",GILD,"$1,001 - $15,000",Sale (Full)
12/21/2021,"Jerry Moran,",XOM,"$1,001 - $15,000",Sale (Partial)
12/21/2021,"Jerry Moran,",CVS,"$1,001 - $15,000",Sale (Partial)
12/21/2021,"Jerry Moran,",BAC,"$1,001 - $15,000",Sale (Partial)
12/21/2021,"Jerry Moran,",AAPL,"$1,001 - $15,000",Sale (Partial)
