,date,name,ticker,amount,type
1866,04/03/2023,Thomas H Tuberville,EW,"$1,001 - $15,000",Sale (Full)
1867,04/03/2023,Thomas H Tuberville,DQ,"$1,001 - $15,000",Sale (Full)
1868,04/03/2023,Thomas H Tuberville,CROX,"$1,001 - $15,000",Sale (Full)
1869,04/03/2023,Thomas H Tuberville,CSCO,"$15,001 - $50,000",Sale (Full)
1870,04/03/2023,Thomas H Tuberville,ANET,"$15,001 - $50,000",Sale (Full)
1871,04/03/2023,Thomas H Tuberville,AMT,"$1,001 - $15,000",Sale (Full)
1872,04/03/2023,Thomas H Tuberville,ALLE,"$1,001 - $15,000",Sale (Full)
1873,04/03/2023,Thomas H Tuberville,ABBV,"$1,001 - $15,000",Sale (Partial)
1874,04/03/2023,Thomas H Tuberville,GSK,"$1,001 - $15,000",Purchase
1875,04/03/2023,Thomas H Tuberville,GNTX,"$1,001 - $15,000",Purchase
1876,04/03/2023,Thomas H Tuberville,GRMN,"$1,001 - $15,000",Purchase
1877,04/03/2023,Thomas H Tuberville,DIOD,"$1,001 - $15,000",Purchase
1878,04/03/2023,Thomas H Tuberville,CBSH,"$1,001 - $15,000",Purchase
1879,04/03/2023,Thomas H Tuberville,CRUS,"$1,001 - $15,000",Purchase
1880,04/03/2023,Thomas H Tuberville,AVGO,"$1,001 - $15,000",Purchase
1881,04/03/2023,Thomas H Tuberville,ADSK,"$1,001 - $15,000",Purchase
1882,04/03/2023,Thomas H Tuberville,APH,"$1,001 - $15,000",Purchase
1883,04/03/2023,Thomas H Tuberville,A,"$1,001 - $15,000",Purchase
1884,04/28/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1885,04/28/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1886,04/28/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1887,04/28/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1888,04/28/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1889,04/28/2023,Thomas H Tuberville,F,"$15,001 - $50,000",Purchase
1890,04/27/2023,Thomas H Tuberville,F,"$100,001 - $250,000",Purchase
1891,04/26/2023,Thomas H Tuberville,F,"$15,001 - $50,000",Purchase
1892,04/26/2023,Thomas H Tuberville,ATVI,"$100,001 - $250,000",Sale (Full)
1893,04/24/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1894,04/24/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1895,04/24/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1896,04/24/2023,Thomas H Tuberville,X,"$50,001 - $100,000",Sale (Partial)
1897,04/24/2023,Thomas H Tuberville,X,"$100,001 - $250,000",Sale (Partial)
1898,04/24/2023,Thomas H Tuberville,CLF,"$15,001 - $50,000",Purchase
1899,04/18/2023,Thomas H Tuberville,OXY,"$1,001 - $15,000",Sale (Partial)
1900,04/14/2023,Thomas H Tuberville,KMB,"$1,001 - $15,000",Sale (Partial)
1901,04/14/2023,Thomas H Tuberville,MMM,"$1,001 - $15,000",Purchase
1902,04/14/2023,Thomas H Tuberville,MRO,"$1,001 - $15,000",Sale (Partial)
1903,04/10/2023,Thomas H Tuberville,KR,"$1,001 - $15,000",Sale (Partial)
1904,04/10/2023,Thomas H Tuberville,MDLZ,"$1,001 - $15,000",Sale (Partial)
1905,04/10/2023,Thomas H Tuberville,PARA,"$1,001 - $15,000",Sale (Partial)
1906,04/10/2023,Thomas H Tuberville,HPQ,"$1,001 - $15,000",Sale (Partial)
1907,04/04/2023,Thomas H Tuberville,TSLA,"$15,001 - $50,000",Sale (Partial)
1908,04/03/2023,Thomas H Tuberville,TXN,"$15,001 - $50,000",Sale (Partial)
1909,04/03/2023,Thomas H Tuberville,XP,"$1,001 - $15,000",Purchase
1910,04/03/2023,Thomas H Tuberville,VCTR,"$1,001 - $15,000",Sale (Full)
1911,04/03/2023,Thomas H Tuberville,VZ,"$1,001 - $15,000",Purchase
1912,04/03/2023,Thomas H Tuberville,TREX,"$1,001 - $15,000",Sale (Full)
1913,04/03/2023,Thomas H Tuberville,MMM,"$1,001 - $15,000",Purchase
1914,04/03/2023,Thomas H Tuberville,TMO,"$1,001 - $15,000",Sale (Full)
1915,04/03/2023,Thomas H Tuberville,MSFT,"$15,001 - $50,000",Sale (Partial)
1916,04/03/2023,Thomas H Tuberville,TSLA,"$1,001 - $15,000",Purchase
1917,04/03/2023,Thomas H Tuberville,SKY,"$1,001 - $15,000",Purchase
1918,04/03/2023,Thomas H Tuberville,SSD,"$1,001 - $15,000",Purchase
1919,04/03/2023,Thomas H Tuberville,SCI,"$1,001 - $15,000",Sale (Full)
1920,04/03/2023,Thomas H Tuberville,QSR,"$1,001 - $15,000",Purchase
1921,04/03/2023,Thomas H Tuberville,REGN,"$1,001 - $15,000",Purchase
1922,04/03/2023,Thomas H Tuberville,RRC,"$1,001 - $15,000",Purchase
1923,04/03/2023,Thomas H Tuberville,RH,"$1,001 - $15,000",Sale (Full)
1924,04/03/2023,Thomas H Tuberville,PHM,"$1,001 - $15,000",Sale (Full)
1925,04/03/2023,Thomas H Tuberville,PAM,"$1,001 - $15,000",Purchase
1926,04/03/2023,Thomas H Tuberville,NSC,"$1,001 - $15,000",Purchase
1927,04/03/2023,Thomas H Tuberville,NDSN,"$1,001 - $15,000",Purchase
1928,04/03/2023,Thomas H Tuberville,NVDA,"$1,001 - $15,000",Purchase
1929,04/03/2023,Thomas H Tuberville,MCO,"$1,001 - $15,000",Sale (Full)
1930,04/03/2023,Thomas H Tuberville,MPWR,"$1,001 - $15,000",Sale (Partial)
1931,04/03/2023,Thomas H Tuberville,MPWR,"$1,001 - $15,000",Sale (Partial)
1932,04/03/2023,Thomas H Tuberville,MTD,"$1,001 - $15,000",Sale (Full)
1933,04/03/2023,Thomas H Tuberville,MMC,"$1,001 - $15,000",Sale (Full)
1934,04/03/2023,Thomas H Tuberville,MKSI,"$1,001 - $15,000",Sale (Full)
1935,04/03/2023,Thomas H Tuberville,LMST,"$1,001 - $15,000",Sale (Full)
1936,04/03/2023,Thomas H Tuberville,ITW,"$1,001 - $15,000",Sale (Full)
1937,04/03/2023,Thomas H Tuberville,IDXX,"$1,001 - $15,000",Purchase
1938,04/03/2023,Thomas H Tuberville,GFI,"$1,001 - $15,000",Sale (Full)
1939,04/03/2023,Thomas H Tuberville,FLT,"$1,001 - $15,000",Sale (Full)
1940,04/03/2023,Thomas H Tuberville,META,"$1,001 - $15,000",Sale (Full)
1941,04/03/2023,Thomas H Tuberville,ETSY,"$1,001 - $15,000",Sale (Full)
1942,04/03/2023,Thomas H Tuberville,EW,"$1,001 - $15,000",Sale (Full)
1943,04/03/2023,Thomas H Tuberville,DQ,"$1,001 - $15,000",Sale (Full)
1944,04/03/2023,Thomas H Tuberville,CROX,"$1,001 - $15,000",Sale (Full)
1945,04/03/2023,Thomas H Tuberville,CSCO,"$15,001 - $50,000",Sale (Full)
1946,04/03/2023,Thomas H Tuberville,ANET,"$15,001 - $50,000",Sale (Full)
1947,04/03/2023,Thomas H Tuberville,AMT,"$1,001 - $15,000",Sale (Full)
1948,04/03/2023,Thomas H Tuberville,ALLE,"$1,001 - $15,000",Sale (Full)
1949,04/03/2023,Thomas H Tuberville,ABBV,"$1,001 - $15,000",Sale (Partial)
1950,04/03/2023,Thomas H Tuberville,GSK,"$1,001 - $15,000",Purchase
1951,04/03/2023,Thomas H Tuberville,GNTX,"$1,001 - $15,000",Purchase
1952,04/03/2023,Thomas H Tuberville,GRMN,"$1,001 - $15,000",Purchase
1953,04/03/2023,Thomas H Tuberville,DIOD,"$1,001 - $15,000",Purchase
1954,04/03/2023,Thomas H Tuberville,CBSH,"$1,001 - $15,000",Purchase
1955,04/03/2023,Thomas H Tuberville,CRUS,"$1,001 - $15,000",Purchase
1956,04/03/2023,Thomas H Tuberville,AVGO,"$1,001 - $15,000",Purchase
1957,04/03/2023,Thomas H Tuberville,ADSK,"$1,001 - $15,000",Purchase
1958,04/03/2023,Thomas H Tuberville,APH,"$1,001 - $15,000",Purchase
1959,04/03/2022,Thomas H Tuberville,A,"$1,001 - $15,000",Purchase
1960,04/11/2023,Ladda Tammy Duckworth,ITW,"$15,001 - $50,000",Sale (Full)
1961,04/26/2023,Thomas R Carper,NVS,"$1,001 - $15,000",Purchase
1962,04/26/2023,Thomas R Carper,TMO,"$1,001 - $15,000",Sale (Partial)
1963,04/17/2023,Thomas R Carper,FIMKX,"$1,001 - $15,000",Sale (Full)
1964,04/17/2023,Thomas R Carper,FCPIX,"$1,001 - $15,000",Sale (Full)
1965,04/17/2023,Thomas R Carper,JHMM,"$1,001 - $15,000",Sale (Full)
1966,04/17/2023,Thomas R Carper,SBIO,"$1,001 - $15,000",Sale (Full)
1967,04/17/2023,Thomas R Carper,LGI,"$1,001 - $15,000",Sale (Full)
1968,04/17/2023,Thomas R Carper,BRKR,"$1,001 - $15,000",Sale (Full)
1969,04/17/2023,Thomas R Carper,AVNT,"$1,001 - $15,000",Sale (Full)
1970,04/17/2023,Thomas R Carper,FDN,"$1,001 - $15,000",Sale (Full)
1971,04/17/2023,Thomas R Carper,RTH,"$1,001 - $15,000",Sale (Full)
1972,04/17/2023,Thomas R Carper,SNDR,"$1,001 - $15,000",Sale (Full)
1973,04/17/2023,Thomas R Carper,DGRS,"$1,001 - $15,000",Sale (Full)
1974,04/17/2023,Thomas R Carper,MRVL,"$1,001 - $15,000",Sale (Full)
1975,04/17/2023,Thomas R Carper,ALGM,"$1,001 - $15,000",Sale (Full)
1976,04/17/2023,Thomas R Carper,DIOD,"$1,001 - $15,000",Sale (Full)
1977,04/17/2023,Thomas R Carper,VSH,"$1,001 - $15,000",Sale (Full)
1978,04/13/2023,Thomas R Carper,UAA,"$1,001 - $15,000",Sale (Full)
1979,04/13/2023,Thomas R Carper,UA,"$1,001 - $15,000",Sale (Full)
1980,04/13/2023,Thomas R Carper,CSCO,"$15,001 - $50,000",Sale (Full)
1981,03/17/2023,Daniel S Sullivan,WFC,"$1,001 - $15,000",Sale (Full)
1982,04/05/2023,Tina Smith,CSII,"$50,001 - $100,000",Sale (Full)
1983,04/05/2023,Tina Smith,MDT,"$100,001 - $250,000",Sale (Full)
1984,04/05/2023,Tina Smith,CSII,"$50,001 - $100,000",Sale (Full)
1985,03/20/2023,John W Hickenlooper,BATRK,"$15,001 - $50,000",Sale (Partial)
1986,03/20/2023,John W Hickenlooper,FWONK,"$50,001 - $100,000",Sale (Partial)
1987,03/08/2023,John W Hickenlooper,FWONK,"$500,001 - $1,000,000",Sale (Partial)
1988,03/08/2023,John W Hickenlooper,FWONK,"$250,001 - $500,000",Purchase
1989,03/20/2023,John W Hickenlooper,LBRDK,"$15,001 - $50,000",Sale (Partial)
1990,03/20/2023,John W Hickenlooper,LSXMK,"$15,001 - $50,000",Sale (Partial)
1991,03/20/2023,John W Hickenlooper,LTRPA,"$1,001 - $15,000",Sale (Partial)
1992,03/15/2023,John W Hickenlooper,NOK,"$1,001 - $15,000",Sale (Full)
1993,03/20/2023,"Angus S King, Jr.",USB,"$1,001 - $15,000",Sale (Full)
1994,03/14/2023,Gary C Peters,TFC,"$1,001 - $15,000",Purchase
1995,03/14/2023,Gary C Peters,O,"$15,001 - $50,000",Purchase
1996,03/13/2023,Gary C Peters,NUE,"$50,001 - $100,000",Sale (Full)
1997,03/21/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1998,03/21/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
1999,03/21/2023,Thomas H Tuberville,TSM,"$1,001 - $15,000",Purchase
2000,03/21/2023,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Partial)
2001,03/21/2023,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Partial)
2002,03/21/2023,Thomas H Tuberville,X,"$15,001 - $50,000",Sale (Partial)
2003,03/21/2023,Thomas H Tuberville,X,"$15,001 - $50,000",Sale (Partial)
2004,03/21/2023,Thomas H Tuberville,X,"$50,001 - $100,000",Sale (Partial)
2005,03/21/2023,Thomas H Tuberville,X,"$50,001 - $100,000",Sale (Partial)
2006,03/21/2023,Thomas H Tuberville,CLF,"$50,001 - $100,000",Purchase
2007,03/20/2023,Thomas H Tuberville,X,"$50,001 - $100,000",Sale (Partial)
2008,03/10/2023,Thomas H Tuberville,KMB,"$15,001 - $50,000",Purchase
2009,03/06/2023,Thomas H Tuberville,BMO,"$1,001 - $15,000",Sale (Full)
2010,03/03/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
2011,03/07/2023,Thomas R Carper,AAPL,"$15,001 - $50,000",Sale (Partial)
2012,03/03/2023,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
2013,01/19/2022,Thomas R Carper,TSM,"$1,001 - $15,000",Sale (Partial)
2014,02/10/2023,Daniel S Sullivan,SCHW,"$1,001 - $15,000",Sale (Partial)
2015,02/21/2023,Daniel S Sullivan,CHD,"$1,001 - $15,000",Purchase
2016,02/10/2023,Daniel S Sullivan,CHD,"$1,001 - $15,000",Purchase
2017,02/10/2023,Daniel S Sullivan,GOOG,"$1,001 - $15,000",Purchase
2018,02/21/2023,Thomas R Carper,QCOM,"$1,001 - $15,000",Sale (Partial)
2019,02/21/2023,Thomas R Carper,SBUX,"$1,001 - $15,000",Sale (Full)
2020,02/21/2023,Thomas R Carper,VFH,"$1,001 - $15,000",Sale (Full)
2021,02/21/2023,Thomas R Carper,SQM,"$1,001 - $15,000",Purchase
2022,02/21/2023,Thomas R Carper,WM,"$1,001 - $15,000",Purchase
2023,02/21/2023,Thomas R Carper,TSM,"$1,001 - $15,000",Sale (Partial)
2024,02/21/2023,Thomas R Carper,AGX,"$1,001 - $15,000",Purchase
2025,02/21/2023,Thomas R Carper,KBE,"$1,001 - $15,000",Sale (Full)
2026,02/21/2023,Thomas R Carper,HASI,"$1,001 - $15,000",Purchase
2027,02/21/2023,Thomas R Carper,MOS,"$1,001 - $15,000",Purchase
2028,02/21/2023,Thomas R Carper,FPI,"$1,001 - $15,000",Purchase
2029,02/21/2023,Thomas R Carper,RTH,"$1,001 - $15,000",Sale (Full)
2030,02/21/2023,Thomas R Carper,BSM,"$1,001 - $15,000",Purchase
2031,02/21/2023,Thomas R Carper,RTX,"$1,001 - $15,000",Purchase
2032,02/21/2023,Thomas R Carper,IRM,"$1,001 - $15,000",Sale (Partial)
2033,02/21/2023,Thomas R Carper,APO,"$1,001 - $15,000",Sale (Partial)
2034,02/15/2023,Thomas R Carper,ABYIX,"$1,001 - $15,000",Sale (Partial)
2035,02/15/2023,Thomas R Carper,MBXIX,"$1,001 - $15,000",Sale (Partial)
2036,02/15/2023,Thomas R Carper,LUBYX,"$15,001 - $50,000",Sale (Full)
2037,02/15/2023,Thomas R Carper,JHMM,"$1,001 - $15,000",Sale (Partial)
2038,02/15/2023,Thomas R Carper,VHT,"$1,001 - $15,000",Purchase
2039,02/15/2023,Thomas R Carper,SBIO,"$1,001 - $15,000",Sale (Full)
2040,02/15/2023,Thomas R Carper,IVV,"$1,001 - $15,000",Purchase
2041,02/15/2023,Thomas R Carper,IJR,"$1,001 - $15,000",Purchase
2042,02/15/2023,Thomas R Carper,IWD,"$1,001 - $15,000",Purchase
2043,02/15/2023,Thomas R Carper,CDL,"$1,001 - $15,000",Sale (Full)
2044,02/15/2023,Thomas R Carper,SPGP,"$1,001 - $15,000",Sale (Partial)
2045,02/15/2023,Thomas R Carper,GNR,"$1,001 - $15,000",Sale (Partial)
2046,02/15/2023,Thomas R Carper,LDP,"$1,001 - $15,000",Sale (Full)
2047,02/15/2023,Thomas R Carper,QTEC,"$1,001 - $15,000",Purchase
2048,02/15/2023,Thomas R Carper,FDN,"$1,001 - $15,000",Sale (Full)
2049,02/15/2023,Thomas R Carper,RTH,"$1,001 - $15,000",Sale (Full)
2050,02/15/2023,Thomas R Carper,MOO,"$1,001 - $15,000",Sale (Partial)
2051,02/15/2023,Thomas R Carper,IGHG,"$1,001 - $15,000",Purchase
2052,02/15/2023,Thomas R Carper,GBIL,"$1,001 - $15,000",Purchase
2053,02/15/2023,Thomas R Carper,FDRR,"$1,001 - $15,000",Sale (Partial)
2054,02/15/2023,Thomas R Carper,FQAL,"$1,001 - $15,000",Sale (Full)
2055,02/15/2023,Thomas R Carper,NXTG,"$1,001 - $15,000",Sale (Full)
2056,01/23/2023,Thomas H Tuberville,GOLD,"$1,001 - $15,000",Purchase
2057,01/18/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
2058,01/18/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
2059,01/18/2023,Thomas H Tuberville,CLF,"$100,001 - $250,000",Purchase
2060,01/13/2023,Thomas H Tuberville,UAA,"$15,001 - $50,000",Purchase
2061,01/12/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
2062,01/11/2023,Thomas H Tuberville,V,"$1,001 - $15,000",Sale (Partial)
2063,01/11/2023,Thomas H Tuberville,KO,"$1,001 - $15,000",Sale (Partial)
2064,01/11/2023,Thomas H Tuberville,AAPL,"$1,001 - $15,000",Sale (Partial)
2065,01/11/2023,Thomas H Tuberville,TXN,"$1,001 - $15,000",Sale (Partial)
2066,01/05/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
2067,01/05/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
2068,01/05/2023,Thomas H Tuberville,CLF,"$1,001 - $15,000",Sale (Partial)
2069,01/05/2023,Thomas H Tuberville,X,"$1,001 - $15,000",Purchase
2070,01/05/2023,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Partial)
2071,01/05/2023,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Partial)
2072,01/05/2023,Thomas H Tuberville,X,"$1,001 - $15,000",Sale (Partial)
2073,01/05/2023,Thomas H Tuberville,X,"$15,001 - $50,000",Sale (Partial)
2074,01/05/2023,Thomas H Tuberville,X,"$50,001 - $100,000",Sale (Partial)
2075,01/05/2023,Thomas H Tuberville,CLF,"$15,001 - $50,000",Sale (Partial)
2076,01/10/2023,Daniel S Sullivan,ULTA,"$1,001 - $15,000",Sale (Partial)
2077,01/10/2023,Daniel S Sullivan,PXD,"$1,001 - $15,000",Sale (Partial)
2078,01/10/2023,Daniel S Sullivan,JPM,"$1,001 - $15,000",Sale (Partial)
2079,01/10/2023,Daniel S Sullivan,CVS,"$1,001 - $15,000",Sale (Partial)
2080,01/10/2023,Daniel S Sullivan,BMY,"$1,001 - $15,000",Sale (Partial)
2081,01/10/2023,Daniel S Sullivan,BKNG,"$1,001 - $15,000",Sale (Partial)
2082,01/10/2023,Daniel S Sullivan,ZTS,"$1,001 - $15,000",Purchase
2083,01/10/2023,Daniel S Sullivan,AMZN,"$1,001 - $15,000",Purchase
2084,01/10/2023,Daniel S Sullivan,ALGN,"$1,001 - $15,000",Purchase
2085,01/18/2023,Thomas R Carper,RIO,"$1,001 - $15,000",Sale (Full)
2086,01/18/2023,Thomas R Carper,FPI,"$1,001 - $15,000",Purchase
2087,01/12/2023,Thomas R Carper,AQN,"$1,001 - $15,000",Sale (Full)
2088,01/04/2023,Thomas R Carper,MAXR,"$1,001 - $15,000",Sale (Full)
2089,01/04/2023,Thomas R Carper,MGM,"$1,001 - $15,000",Purchase
2090,01/11/2023,Thomas R Carper,AMT,"$1,001 - $15,000",Purchase
2091,01/11/2023,Thomas R Carper,SRVR,"$1,001 - $15,000",Sale (Full)
2092,01/11/2023,Thomas R Carper,MOO,"$1,001 - $15,000",Sale (Full)
2093,01/11/2023,Thomas R Carper,ATKR,"$1,001 - $15,000",Purchase
2094,01/11/2023,Thomas R Carper,HOLX,"$1,001 - $15,000",Sale (Full)
2095,01/11/2023,Thomas R Carper,BHP,"$1,001 - $15,000",Purchase
2096,01/11/2023,Thomas R Carper,RMD,"$1,001 - $15,000",Sale (Full)
2097,01/11/2023,Thomas R Carper,CVS,"$1,001 - $15,000",Sale (Partial)
2098,01/11/2023,Thomas R Carper,TU,"$1,001 - $15,000",Sale (Full)
2099,01/11/2023,Thomas R Carper,DLR,"$1,001 - $15,000",Purchase
2100,01/11/2023,Thomas R Carper,AXS,"$1,001 - $15,000",Sale (Full)
2101,01/11/2023,Thomas R Carper,CME,"$1,001 - $15,000",Purchase
2102,01/11/2023,Thomas R Carper,SAND,"$1,001 - $15,000",Purchase
2103,01/11/2023,Thomas R Carper,BSM,"$1,001 - $15,000",Purchase
2104,01/11/2023,Thomas R Carper,URA,"$1,001 - $15,000",Purchase
2105,01/11/2023,Thomas R Carper,FLNG,"$1,001 - $15,000",Purchase
2106,01/11/2023,Thomas R Carper,EQNR,"$1,001 - $15,000",Purchase
2107,01/11/2023,Thomas R Carper,MCD,"$1,001 - $15,000",Sale (Full)
2108,12/19/2022,"Angus S King, Jr.",ADBE,"$1,001 - $15,000",Sale (Full)
2109,12/21/2022,"Angus S King, Jr.",EA,"$1,001 - $15,000",Purchase
2110,12/15/2022,Shelley M Capito,VFC,"$1,001 - $15,000",Sale (Full)
2111,12/28/2022,Maria Cantwell,RNWK,"$15,001 - $50,000",Sale (Full)
2112,12/23/2022,Thomas H Tuberville,GOLD,"$15,001 - $50,000",Purchase
2113,12/19/2022,Thomas H Tuberville,NU,"$1,001 - $15,000",Purchase
2114,12/15/2022,Thomas H Tuberville,DIS,"$15,001 - $50,000",Sale (Partial)
2115,12/09/2022,Thomas H Tuberville,PG,"$1,001 - $15,000",Sale (Full)
2116,12/09/2022,Thomas H Tuberville,KMB,"$1,001 - $15,000",Sale (Full)
2117,12/09/2022,Thomas H Tuberville,PYPL,"$100,001 - $250,000",Sale (Full)
2118,12/09/2022,Thomas H Tuberville,PG,"$1,001 - $15,000",Sale (Full)
2119,12/09/2022,Thomas H Tuberville,CLX,"$1,001 - $15,000",Sale (Full)
2120,12/09/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Sale (Partial)
2121,12/09/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Sale (Partial)
2122,12/09/2022,Thomas H Tuberville,PYPL,"$1,001 - $15,000",Sale (Partial)
2123,12/09/2022,Thomas H Tuberville,PYPL,"$15,001 - $50,000",Sale (Partial)
2124,12/09/2022,Thomas H Tuberville,PYPL,"$50,001 - $100,000",Sale (Partial)
2125,12/09/2022,Thomas H Tuberville,PYPL,"$100,001 - $250,000",Sale (Partial)
2126,12/08/2022,Thomas H Tuberville,PYPL,"$15,001 - $50,000",Purchase
2127,12/06/2022,Thomas H Tuberville,GOLD,"$50,001 - $100,000",Purchase
2128,12/05/2022,Thomas H Tuberville,PYPL,"$250,001 - $500,000",Purchase
2129,12/02/2022,Thomas H Tuberville,QCOM,"$15,001 - $50,000",Sale (Full)
2130,12/02/2022,Thomas H Tuberville,QCOM,"$50,001 - $100,000",Sale (Partial)
2131,12/01/2022,Thomas H Tuberville,QCOM,"$100,001 - $250,000",Purchase
2132,12/01/2022,Thomas H Tuberville,GOLD,"$1,001 - $15,000",Purchase
2133,01/03/2023,Jacklyn S Rosen,"GE
GEHC","$1,001 - $15,000",Exchange
2134,01/03/2023,Jacklyn S Rosen,"GE
GEHC","$1,001 - $15,000",Exchange
2135,01/03/2023,Jacklyn S Rosen,"GE
GEHC","$1,001 - $15,000",Exchange
2136,01/03/2023,Jacklyn S Rosen,"GE
GEHC","$1,001 - $15,000",Exchange
2137,12/12/2022,Gary C Peters,WBD,"$1,001 - $15,000",Sale (Full)
2138,12/20/2022,Susan M Collins,AKAM,"$15,001 - $50,000",Sale (Full)
2139,11/29/2022,Sheldon Whitehouse,C,"$1,001 - $15,000",Sale (Full)
2140,11/29/2022,Sheldon Whitehouse,C,"$1,001 - $15,000",Sale (Full)
2141,11/29/2022,"A. Mitchell McConnell, Jr.",KR,"$1,001 - $15,000",Purchase
2142,12/05/2022,"A. Mitchell McConnell, Jr.",WFC,"$1,001 - $15,000",Purchase
2143,12/14/2022,John W Hickenlooper,FWONK,"$50,001 - $100,000",Purchase
2144,12/05/2022,John W Hickenlooper,LSXMK,"$250,001 - $500,000",Sale (Partial)
2145,12/05/2022,John W Hickenlooper,LSXMK,"$100,001 - $250,000",Purchase
2146,11/29/2022,John W Hickenlooper,LBRDK,"$50,001 - $100,000",Sale (Partial)
2147,11/29/2022,John W Hickenlooper,LBRDK,"$50,001 - $100,000",Purchase
2148,11/30/2022,Daniel S Sullivan,SYK,"$1,001 - $15,000",Sale (Full)
2149,11/30/2022,Daniel S Sullivan,PYPL,"$1,001 - $15,000",Sale (Full)
2150,11/30/2022,Daniel S Sullivan,META,"$1,001 - $15,000",Sale (Full)
2151,11/30/2022,Daniel S Sullivan,MDT,"$1,001 - $15,000",Sale (Full)
2152,11/30/2022,Daniel S Sullivan,MLM,"$1,001 - $15,000",Sale (Full)
2153,11/30/2022,Daniel S Sullivan,FFIV,"$1,001 - $15,000",Sale (Full)
2154,11/30/2022,Daniel S Sullivan,ELAN,"$1,001 - $15,000",Sale (Full)
2155,11/30/2022,Daniel S Sullivan,CMCSA,"$1,001 - $15,000",Sale (Full)
2156,11/30/2022,Daniel S Sullivan,BAX,"$1,001 - $15,000",Sale (Full)
2157,11/30/2022,Daniel S Sullivan,GOOG,"$1,001 - $15,000",Sale (Partial)
2158,11/30/2022,Daniel S Sullivan,ADBE,"$1,001 - $15,000",Sale (Full)
2159,11/30/2022,Daniel S Sullivan,RPM,"$15,001 - $50,000",Sale (Partial)
2160,11/22/2022,Daniel S Sullivan,DIS,"$1,001 - $15,000",Purchase
2161,11/22/2022,Daniel S Sullivan,NVDA,"$1,001 - $15,000",Purchase
2162,11/22/2022,Daniel S Sullivan,MSFT,"$1,001 - $15,000",Purchase
2163,11/22/2022,Daniel S Sullivan,META,"$1,001 - $15,000",Purchase
2164,11/22/2022,Daniel S Sullivan,AAPL,"$1,001 - $15,000",Purchase
2165,11/22/2022,Daniel S Sullivan,AMZN,"$1,001 - $15,000",Purchase
2166,11/22/2022,Daniel S Sullivan,GOOG,"$1,001 - $15,000",Purchase
2167,11/22/2022,Daniel S Sullivan,ADBE,"$1,001 - $15,000",Purchase
2168,11/22/2022,Daniel S Sullivan,DIS,"$1,001 - $15,000",Purchase
2169,11/22/2022,Daniel S Sullivan,NVDA,"$1,001 - $15,000",Purchase
2170,11/22/2022,Daniel S Sullivan,MSFT,"$1,001 - $15,000",Purchase
2171,11/22/2022,Daniel S Sullivan,META,"$1,001 - $15,000",Purchase
2172,11/22/2022,Daniel S Sullivan,AAPL,"$1,001 - $15,000",Purchase
2173,11/22/2022,Daniel S Sullivan,AMZN,"$1,001 - $15,000",Purchase
2174,11/22/2022,Daniel S Sullivan,GOOG,"$1,001 - $15,000",Purchase
2175,11/22/2022,Daniel S Sullivan,ADBE,"$1,001 - $15,000",Purchase
2176,11/22/2022,Daniel S Sullivan,DIS,"$1,001 - $15,000",Purchase
2177,11/22/2022,Daniel S Sullivan,NVDA,"$1,001 - $15,000",Purchase
2178,11/22/2022,Daniel S Sullivan,MSFT,"$1,001 - $15,000",Purchase
2179,11/22/2022,Daniel S Sullivan,META,"$1,001 - $15,000",Purchase
2180,11/22/2022,Daniel S Sullivan,AAPL,"$1,001 - $15,000",Purchase
2181,11/22/2022,Daniel S Sullivan,AMZN,"$1,001 - $15,000",Purchase
2182,11/22/2022,Daniel S Sullivan,GOOG,"$1,001 - $15,000",Purchase
2183,11/22/2022,Daniel S Sullivan,ADBE,"$1,001 - $15,000",Purchase
2184,11/30/2022,Daniel S Sullivan,ZTS,"$1,001 - $15,000",Purchase
